status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
ordinary45,photo,275,12,0,260,11,4,0,0,0
ordinary46,video,372,456,37,334,31,1,1,1,4
ordinary47,photo,445,9,0,419,23,3,0,0,0
ordinary48,video,128,60,11,114,13,0,0,0,1
ordinary49,video,186,235,46,163,19,0,3,0,1
ordinary50,video,309,444,36,254,42,2,8,3,0
ordinary51,photo,77,11,3,75,2,0,0,0,0
ordinary52,video,119,72,28,103,16,0,0,0,0
ordinary53,photo,100,21,13,95,5,0,0,0,0
ordinary54,video,240,255,111,193,44,1,1,0,1
ordinary55,video,164,136,48,146,15,2,0,1,0
ordinary56,video,202,327,42,171,30,1,0,0,0
ordinary57,video,211,284,46,186,25,0,0,0,0
ordinary58,video,148,114,16,136,10,0,2,0,0
ordinary59,video,97,81,16,84,13,0,0,0,0
ordinary60,video,279,292,34,254,20,3,1,1,0
ordinary61,photo,263,8,0,245,14,4,0,0,0
ordinary62,video,177,193,34,151,25,1,0,0,0
ordinary63,photo,517,32,1,484,26,7,0,0,0
ordinary64,video,289,258,33,256,33,0,0,0,0
ordinary65,photo,66,13,0,65,1,0,0,0,0
ordinary66,photo,112,6,0,104,8,0,0,0,0
ordinary67,video,206,259,48,181,22,1,2,0,0
ordinary68,video,362,468,86,305,56,0,0,1,0
ordinary69,video,184,130,51,161,23,0,0,0,0
ordinary70,video,216,251,34,199,16,0,0,0,1
ordinary71,video,57,0,0,56,1,0,0,0,0
ordinary72,video,272,258,43,226,44,1,1,0,0
ordinary73,video,248,247,34,208,33,3,2,0,2
ordinary74,video,132,89,40,110,20,1,0,0,1
ordinary75,video,226,341,41,196,30,0,0,0,0
ordinary76,video,35,1,0,35,0,0,0,0,0
ordinary77,video,219,316,36,170,46,3,0,0,0
ordinary78,video,94,1,1,94,0,0,0,0,0
ordinary79,video,259,368,50,234,25,0,0,0,0
ordinary80,video,62,1,0,62,0,0,0,0,0
ordinary81,video,127,76,21,114,13,0,0,0,0
ordinary82,video,149,63,15,134,15,0,0,0,0
ordinary83,video,134,171,41,116,18,0,0,0,0
ordinary84,video,392,461,47,360,32,0,0,0,0
ordinary85,video,310,540,41,284,26,0,0,0,0
ordinary86,photo,14,3,0,12,2,0,0,0,0
ordinary87,photo,293,6,1,275,15,3,0,0,0
ordinary88,photo,236,12,0,226,8,1,1,0,0
ordinary89,photo,312,10,0,291,18,3,0,0,0
ordinary90,photo,24,12,0,24,0,0,0,0,0
ordinary91,link,16,9,0,15,1,0,0,0,0
boring92,photo,33,12,0,32,1,0,0,0,0
ordinary93,photo,675,10,0,645,29,1,0,0,0
very interesting94,photo,737,18,0,697,31,9,0,0,0
very interesting95,photo,572,16,0,554,16,2,0,0,0
ordinary96,photo,23,7,0,20,3,0,0,0,0
ordinary97,photo,266,25,0,250,11,5,0,0,0
ordinary98,video,378,512,30,348,27,2,0,0,1
ordinary99,video,421,709,30,373,45,2,0,1,0
ordinary100,video,1493,1979,753,1333,139,9,3,8,1
very interesting101,photo,76,17,0,76,0,0,0,0,0
ordinary102,photo,36,11,0,34,2,0,0,0,0
ordinary103,photo,19,8,0,18,0,0,1,0,0
ordinary104,photo,27,10,0,27,0,0,0,0,0
ordinary105,photo,117,2,53,108,9,0,0,0,0
ordinary106,photo,146,1,0,145,1,0,0,0,0
ordinary107,photo,166,0,13,151,7,0,0,8,0
ordinary108,photo,190,0,31,171,0,0,0,19,0
ordinary109,photo,217,16,0,213,4,0,0,0,0
ordinary110,photo,458,14,0,451,3,4,0,0,0
ordinary111,photo,553,15,0,538,12,3,0,0,0
ordinary112,photo,203,18,11,190,7,6,0,0,0
ordinary113,photo,1005,25,1,979,16,9,1,0,0
very interesting114,video,202,145,23,182,19,0,0,0,1
ordinary115,photo,428,14,0,419,4,5,0,0,0
ordinary116,photo,479,17,0,462,10,7,0,0,0
ordinary117,video,212,116,11,201,10,1,0,0,0
ordinary118,video,225,157,17,211,14,0,0,0,0
ordinary119,video,171,46,5,156,12,2,1,0,0
ordinary120,video,247,120,16,232,14,1,0,0,0
ordinary121,video,269,453,39,242,26,1,0,0,0
ordinary122,video,258,486,32,235,23,0,0,0,0
ordinary123,photo,109,2,1,104,5,0,0,0,0
ordinary124,photo,97,5,0,96,0,1,0,0,0
ordinary125,video,280,199,25,254,24,2,0,0,0
ordinary126,video,325,77,21,293,30,1,1,0,0
ordinary127,photo,51,11,0,51,0,0,0,0,0
ordinary128,video,280,825,47,243,35,1,1,0,0
very interesting129,video,688,0,0,632,34,0,0,22,0
very interesting130,video,365,805,46,320,39,1,3,0,2
very interesting131,photo,295,5,0,295,0,0,0,0,0
ordinary132,photo,27,14,0,26,1,0,0,0,0
ordinary133,photo,15,11,0,15,0,0,0,0,0
ordinary134,photo,16,12,0,16,0,0,0,0,0
ordinary135,photo,29,12,0,29,0,0,0,0,0
ordinary136,video,28,6,0,28,0,0,0,0,0
ordinary137,photo,8,8,0,8,0,0,0,0,0
ordinary138,photo,10,9,0,10,0,0,0,0,0
ordinary139,photo,39,8,0,39,0,0,0,0,0
ordinary140,photo,49,11,0,47,2,0,0,0,0
ordinary141,video,226,449,37,189,25,1,1,10,0
ordinary142,video,104,49,13,91,12,0,0,1,0
ordinary143,photo,251,17,0,244,7,0,0,0,0
ordinary144,video,244,589,48,213,29,1,1,0,0
ordinary145,video,252,558,41,204,45,1,1,0,1
ordinary146,video,121,15,4,114,4,2,1,0,0
ordinary147,photo,321,5,0,307,11,2,1,0,0
ordinary148,photo,103,8,3,99,4,0,0,0,0
ordinary149,video,136,31,16,122,14,0,0,0,0
ordinary150,video,337,247,27,300,35,1,1,0,0
ordinary151,photo,648,13,0,627,18,3,0,0,0
very interesting152,video,175,157,14,157,18,0,0,0,0
ordinary153,video,339,424,36,296,38,1,4,0,0
ordinary154,photo,341,3,0,331,8,2,0,0,0
ordinary155,video,177,131,27,150,27,0,0,0,0
ordinary156,photo,201,0,0,195,4,2,0,0,0
ordinary157,photo,43,7,0,41,2,0,0,0,0
ordinary158,photo,40,7,0,39,1,0,0,0,0
ordinary159,photo,58,14,0,57,1,0,0,0,0
ordinary160,video,403,525,42,363,36,1,3,0,0
ordinary161,photo,148,4,3,144,4,0,0,0,0
ordinary162,photo,150,24,2,144,6,0,0,0,0
ordinary163,photo,53,12,0,53,0,0,0,0,0
ordinary164,status,144,15,8,140,4,0,0,0,0
boring165,video,298,491,46,262,34,2,0,0,0
ordinary166,photo,171,4,1,166,5,0,0,0,0
ordinary167,photo,4410,633,257,4315,73,17,5,0,0
very interesting168,video,374,588,46,327,47,0,0,0,0
ordinary169,photo,181,20,0,180,1,0,0,0,0
ordinary170,photo,267,20,1,249,8,10,0,0,0
ordinary171,photo,60,7,0,59,1,0,0,0,0
ordinary172,photo,98,23,5,95,2,1,0,0,0
ordinary173,video,26,7,0,26,0,0,0,0,0
ordinary174,photo,255,18,0,244,11,0,0,0,0
ordinary175,photo,174,6,1,167,5,2,0,0,0
ordinary176,photo,64,5,1,59,5,0,0,0,0
ordinary177,photo,62,3,0,58,4,0,0,0,0
ordinary178,video,192,417,40,168,22,1,1,0,0
ordinary179,photo,110,18,6,110,0,0,0,0,0
ordinary180,photo,119,12,7,117,2,0,0,0,0
ordinary181,photo,42,11,0,41,0,1,0,0,0
ordinary182,video,234,355,34,178,52,2,0,1,1
ordinary183,photo,54,10,0,53,1,0,0,0,0
ordinary184,photo,82,8,0,80,1,0,0,1,0
ordinary185,photo,18,8,0,18,0,0,0,0,0
ordinary186,photo,147,17,7,141,5,1,0,0,0
ordinary187,photo,80,8,0,79,1,0,0,0,0
ordinary188,video,299,564,42,262,34,1,1,0,1
ordinary189,photo,629,11,1,607,18,4,0,0,0
very interesting190,photo,69,2,0,67,2,0,0,0,0
ordinary191,video,219,110,17,190,26,1,2,0,0
ordinary192,photo,30,2,0,27,3,0,0,0,0
ordinary193,photo,65,1,0,62,2,1,0,0,0
ordinary194,photo,161,7,0,153,8,0,0,0,0
ordinary195,video,398,605,30,348,44,3,3,0,0
ordinary196,photo,47,7,0,47,0,0,0,0,0
ordinary197,photo,182,3,4,177,5,0,0,0,0
ordinary198,video,317,158,32,269,47,1,0,0,0
ordinary199,video,571,888,107,459,107,1,1,1,2
very interesting200,photo,16,10,0,15,1,0,0,0,0
ordinary201,photo,30,9,0,30,0,0,0,0,0
ordinary202,photo,57,7,0,57,0,0,0,0,0
ordinary203,photo,74,6,3,74,0,0,0,0,0
ordinary204,video,368,911,50,317,50,1,0,0,0
very interesting205,photo,19,3,0,19,0,0,0,0,0
ordinary206,photo,176,3,0,175,0,1,0,0,0
ordinary207,photo,133,7,0,133,0,0,0,0,0
ordinary208,photo,162,6,2,158,3,1,0,0,0
ordinary209,video,734,996,73,601,116,11,6,0,0
very interesting210,status,42,16,9,41,1,0,0,0,0
boring211,status,33,6,3,31,2,0,0,0,0
boring212,video,29,6,1,29,0,0,0,0,0
ordinary213,photo,43,6,0,42,1,0,0,0,0
ordinary214,photo,14,6,0,13,1,0,0,0,0
ordinary215,video,475,574,48,406,63,4,2,0,0
ordinary216,photo,50,8,2,49,1,0,0,0,0
ordinary217,photo,94,23,6,94,0,0,0,0,0
ordinary218,video,303,34,3,291,11,1,0,0,0
ordinary219,photo,168,7,1,167,1,0,0,0,0
ordinary220,photo,248,14,0,241,7,0,0,0,0
ordinary221,photo,422,6,0,410,8,3,1,0,0
ordinary222,photo,189,3,0,184,2,0,3,0,0
ordinary223,photo,390,17,2,382,5,3,0,0,0
ordinary224,photo,618,28,0,597,14,7,0,0,0
ordinary225,photo,191,2,2,188,2,1,0,0,0
ordinary226,video,321,1381,67,275,44,1,1,0,0
very interesting227,photo,364,7,2,347,15,2,0,0,0
ordinary228,photo,51,10,0,51,0,0,0,0,0
ordinary229,video,282,524,38,247,34,0,1,0,0
ordinary230,photo,369,14,1,362,7,0,0,0,0
ordinary231,photo,138,16,6,133,4,1,0,0,0
ordinary232,photo,96,9,1,93,1,2,0,0,0
ordinary233,photo,186,11,0,184,1,1,0,0,0
ordinary234,photo,487,15,0,461,14,12,0,0,0
ordinary235,video,282,19,4,257,20,3,2,0,0
ordinary236,photo,383,8,1,367,13,3,0,0,0
ordinary237,photo,216,0,1,211,5,0,0,0,0
ordinary238,photo,48,0,0,45,2,1,0,0,0
ordinary239,video,885,462,26,659,220,0,2,0,0
very interesting240,photo,185,11,1,175,10,0,0,0,0
ordinary241,photo,259,1,1,251,7,0,1,0,0
ordinary242,photo,299,9,0,291,8,0,0,0,0
ordinary243,photo,199,9,1,186,13,0,0,0,0
ordinary244,photo,717,40,1,680,30,7,0,0,0
very interesting245,photo,155,2,0,150,5,0,0,0,0
ordinary246,photo,293,8,0,282,11,0,0,0,0
ordinary247,photo,243,6,0,237,5,1,0,0,0
ordinary248,photo,264,2,0,256,2,5,0,0,0
ordinary249,photo,313,3,0,297,7,6,0,0,0
ordinary250,photo,208,1,0,201,7,0,0,0,0
ordinary251,photo,216,0,0,209,6,1,0,0,0
ordinary252,photo,247,6,0,234,9,1,0,0,0
ordinary253,photo,152,1,0,146,5,1,0,0,0
ordinary254,photo,387,3,0,368,16,1,0,0,0
ordinary255,photo,178,9,0,170,6,0,0,0,0
ordinary256,photo,218,4,0,212,5,1,0,0,0
ordinary257,photo,270,3,0,256,10,3,0,0,0
ordinary258,photo,351,4,1,344,6,0,0,0,0
ordinary259,photo,232,0,2,224,8,0,0,0,0
ordinary260,photo,252,3,0,244,4,4,0,0,0
ordinary261,photo,122,0,0,114,8,0,0,0,0
ordinary262,photo,209,4,0,199,9,1,0,0,0
ordinary263,photo,305,5,1,295,10,0,0,0,0
ordinary264,photo,71,10,2,70,1,0,0,0,0
ordinary265,photo,290,12,0,275,13,1,1,0,0
ordinary266,photo,67,6,3,66,0,1,0,0,0
ordinary267,photo,783,11,0,752,30,1,0,0,0
very interesting268,photo,77,2,0,76,1,0,0,0,0
ordinary269,video,22,0,0,22,0,0,0,0,0
ordinary270,photo,103,0,0,100,2,1,0,0,0
ordinary271,video,32,0,2,32,0,0,0,0,0
ordinary272,photo,239,5,2,229,8,0,0,2,0
ordinary273,photo,111,6,0,110,1,0,0,0,0
ordinary274,video,51,0,1,51,0,0,0,0,0
ordinary275,video,34,4,0,34,0,0,0,0,0
ordinary276,link,15,0,0,15,0,0,0,0,0
boring277,video,75,0,5,75,0,0,0,0,0
ordinary278,photo,177,2,0,173,2,2,0,0,0
ordinary279,photo,520,8,0,505,13,2,0,0,0
ordinary280,photo,134,2,0,132,2,0,0,0,0
ordinary281,photo,228,1,1,220,7,1,0,0,0
ordinary282,video,498,254,17,408,77,5,6,1,1
ordinary283,photo,166,5,2,159,7,0,0,0,0
ordinary284,video,272,265,20,228,44,0,0,0,0
ordinary285,photo,127,7,1,125,2,0,0,0,0
ordinary286,photo,30,0,0,29,0,1,0,0,0
ordinary287,link,33,1,1,33,0,0,0,0,0
boring288,photo,252,5,0,239,9,4,0,0,0
ordinary289,photo,287,0,0,286,0,1,0,0,0
ordinary290,photo,264,8,3,257,5,2,0,0,0
ordinary291,photo,152,5,1,148,3,1,0,0,0
ordinary292,photo,61,5,0,57,3,1,0,0,0
ordinary293,video,172,7,7,163,6,2,1,0,0
ordinary294,video,616,523,21,459,125,21,8,0,1
ordinary295,photo,188,0,0,184,4,0,0,0,0
ordinary296,video,593,309,23,484,99,1,4,4,1
ordinary297,photo,189,2,0,182,5,2,0,0,0
ordinary298,photo,178,5,0,175,3,0,0,0,0
ordinary299,photo,318,7,0,313,4,1,0,0,0
ordinary300,photo,362,9,0,352,7,3,0,0,0
ordinary301,photo,48,6,0,48,0,0,0,0,0
ordinary302,photo,248,1,0,244,3,1,0,0,0
ordinary303,photo,520,2,0,509,11,0,0,0,0
ordinary304,photo,97,8,2,94,3,0,0,0,0
ordinary305,photo,400,16,0,392,6,2,0,0,0
ordinary306,photo,218,0,0,212,6,0,0,0,0
ordinary307,photo,77,13,4,77,0,0,0,0,0
ordinary308,photo,204,4,0,198,3,3,0,0,0
ordinary309,photo,405,6,0,399,6,0,0,0,0
ordinary310,photo,210,0,0,204,6,0,0,0,0
ordinary311,photo,214,1,0,208,5,1,0,0,0
ordinary312,photo,374,4,0,360,7,7,0,0,0
ordinary313,photo,457,3,0,444,10,3,0,0,0
ordinary314,photo,215,0,0,205,8,2,0,0,0
ordinary315,video,7,5,0,7,0,0,0,0,0
ordinary316,photo,38,6,3,38,0,0,0,0,0
ordinary317,photo,168,1,0,168,0,0,0,0,0
ordinary318,photo,277,0,0,274,2,1,0,0,0
ordinary319,photo,196,1,0,190,6,0,0,0,0
ordinary320,photo,100,3,0,99,1,0,0,0,0
ordinary321,photo,85,4,0,79,4,2,0,0,0
ordinary322,photo,34,10,6,34,0,0,0,0,0
ordinary323,photo,41,9,0,39,1,1,0,0,0
ordinary324,photo,23,5,1,22,1,0,0,0,0
ordinary325,video,217,24,5,206,10,1,0,0,0
ordinary326,photo,161,9,2,158,3,0,0,0,0
ordinary327,photo,279,0,0,276,3,0,0,0,0
ordinary328,photo,97,9,3,95,2,0,0,0,0
ordinary329,photo,489,3,0,480,6,3,0,0,0
ordinary330,photo,245,4,0,242,3,0,0,0,0
ordinary331,photo,270,5,0,268,2,0,0,0,0
ordinary332,photo,166,11,1,165,1,0,0,0,0
ordinary333,video,121,18,3,110,11,0,0,0,0
ordinary334,photo,33,9,1,33,0,0,0,0,0
ordinary335,photo,72,1,0,72,0,0,0,0,0
ordinary336,photo,174,0,0,173,1,0,0,0,0
ordinary337,photo,192,0,0,186,3,3,0,0,0
ordinary338,video,286,61,5,250,30,5,1,0,0
ordinary339,photo,231,0,0,230,0,1,0,0,0
ordinary340,photo,138,1,0,135,2,1,0,0,0
ordinary341,photo,104,6,1,102,2,0,0,0,0
ordinary342,photo,91,10,4,90,0,1,0,0,0
ordinary343,photo,682,22,0,657,12,13,0,0,0
very interesting344,video,1379,769,69,1131,234,4,4,2,4
very interesting345,photo,629,16,1,610,16,2,1,0,0
very interesting346,video,58,4,3,58,0,0,0,0,0
ordinary347,photo,272,9,0,268,2,2,0,0,0
ordinary348,photo,213,2,2,207,6,0,0,0,0
ordinary349,photo,225,2,0,220,5,0,0,0,0
ordinary350,photo,463,48,2,450,8,4,1,0,0
ordinary351,photo,285,7,0,276,8,1,0,0,0
ordinary352,photo,526,18,0,512,12,2,0,0,0
ordinary353,photo,418,4,0,406,9,3,0,0,0
ordinary354,photo,515,10,0,505,9,0,1,0,0
ordinary355,photo,377,5,0,365,10,2,0,0,0
ordinary356,photo,1186,37,1,1161,19,6,0,0,0
very interesting357,video,591,560,49,498,84,3,4,1,1
ordinary358,photo,424,8,1,411,13,0,0,0,0
ordinary359,photo,119,16,0,105,0,0,0,8,6
ordinary360,photo,67,9,0,66,1,0,0,0,0
ordinary361,photo,439,10,3,424,15,0,0,0,0
ordinary362,status,1043,117,24,984,58,1,0,0,0
interesting363,photo,690,10,0,667,21,2,0,0,0
very interesting364,status,84,7,1,84,0,0,0,0,0
boring365,photo,491,16,0,478,11,2,0,0,0
ordinary366,photo,63,1,0,61,0,2,0,0,0
ordinary367,link,46,3,1,46,0,0,0,0,0
boring368,photo,320,17,0,309,9,1,1,0,0
ordinary369,video,51,8,6,51,0,0,0,0,0
ordinary370,photo,85,9,2,83,2,0,0,0,0
ordinary371,photo,99,13,0,98,1,0,0,0,0
ordinary372,photo,213,13,1,212,1,0,0,0,0
ordinary373,photo,156,12,0,154,2,0,0,0,0
ordinary374,video,204,128,4,184,17,0,2,1,0
ordinary375,photo,246,8,0,241,3,2,0,0,0
ordinary376,photo,225,2,0,219,6,0,0,0,0
ordinary377,video,256,427,30,191,62,1,2,0,0
ordinary378,photo,146,1,0,142,2,2,0,0,0
ordinary379,photo,212,0,1,206,5,0,1,0,0
ordinary380,photo,229,3,0,225,4,0,0,0,0
ordinary381,photo,66,2,0,64,1,1,0,0,0
ordinary382,photo,158,0,0,157,1,0,0,0,0
ordinary383,photo,301,7,0,288,6,6,0,1,0
ordinary384,video,88,1,0,87,1,0,0,0,0
ordinary385,video,148,54,2,126,18,4,0,0,0
ordinary386,photo,398,11,0,390,4,4,0,0,0
ordinary387,photo,89,4,0,86,3,0,0,0,0
ordinary388,photo,151,0,0,146,3,2,0,0,0
ordinary389,photo,155,5,0,152,2,0,1,0,0
ordinary390,video,109,13,0,104,5,0,0,0,0
ordinary391,video,117,16,0,104,11,2,0,0,0
ordinary392,video,112,7,0,101,11,0,0,0,0
ordinary393,photo,132,3,0,123,5,4,0,0,0
ordinary394,photo,149,3,0,142,5,2,0,0,0
ordinary395,photo,274,9,0,260,11,2,1,0,0
ordinary396,video,195,95,5,162,30,0,3,0,0
ordinary397,video,138,25,2,125,11,2,0,0,0
ordinary398,video,627,266,8,519,105,2,0,1,0
ordinary399,photo,289,23,0,279,7,3,0,0,0
ordinary400,photo,209,10,0,204,4,1,0,0,0
ordinary401,video,162,75,6,145,16,0,1,0,0
ordinary402,photo,265,11,0,259,6,0,0,0,0
ordinary403,photo,301,10,0,294,6,1,0,0,0
ordinary404,photo,213,5,0,209,4,0,0,0,0
ordinary405,photo,210,3,0,206,4,0,0,0,0
ordinary406,photo,408,11,0,393,9,6,0,0,0
ordinary407,photo,223,6,0,215,7,1,0,0,0
ordinary408,photo,359,4,0,353,5,1,0,0,0
ordinary409,photo,535,2,0,485,27,0,0,23,0
ordinary410,photo,362,10,0,354,8,0,0,0,0
ordinary411,video,266,165,10,215,42,3,4,2,0
ordinary412,photo,156,2,0,151,5,0,0,0,0
ordinary413,video,110,21,0,102,6,1,1,0,0
ordinary414,video,446,6148,120,352,80,7,5,0,2
very interesting415,status,102,1,0,102,0,0,0,0,0
boring416,photo,161,6,0,158,3,0,0,0,0
ordinary417,photo,279,8,0,273,6,0,0,0,0
ordinary418,photo,288,6,0,281,5,2,0,0,0
ordinary419,photo,230,8,0,221,8,1,0,0,0
ordinary420,photo,271,12,0,262,6,3,0,0,0
ordinary421,photo,113,2,1,107,3,2,0,1,0
ordinary422,video,256,103,16,205,47,1,2,0,1
ordinary423,photo,306,4,0,301,3,2,0,0,0
ordinary424,photo,566,10,0,548,4,14,0,0,0
ordinary425,photo,186,1,1,184,0,2,0,0,0
ordinary426,video,135,9,2,118,10,4,2,1,0
ordinary427,video,174,195,3,146,18,5,4,1,0
ordinary428,video,171,84,4,159,10,2,0,0,0
ordinary429,photo,373,8,0,365,5,3,0,0,0
ordinary430,photo,403,5,0,392,8,3,0,0,0
ordinary431,photo,139,14,0,138,1,0,0,0,0
ordinary432,photo,148,16,5,146,1,1,0,0,0
ordinary433,photo,270,8,0,265,4,1,0,0,0
ordinary434,photo,343,8,0,334,7,1,1,0,0
ordinary435,photo,254,5,0,252,2,0,0,0,0
ordinary436,photo,304,9,6,298,5,1,0,0,0
ordinary437,photo,437,6,0,433,4,0,0,0,0
ordinary438,photo,412,4,2,399,13,0,0,0,0
ordinary439,photo,183,11,0,175,6,2,0,0,0
ordinary440,photo,353,8,2,342,9,1,1,0,0
ordinary441,photo,144,14,1,142,2,0,0,0,0
ordinary442,photo,905,10,5,876,21,8,0,0,0
very interesting443,video,151,19,2,129,18,2,1,1,0
ordinary444,photo,276,4,0,264,8,3,1,0,0
ordinary445,photo,227,3,4,218,8,1,0,0,0
ordinary446,video,340,1201,47,276,55,1,6,1,1
very interesting447,photo,478,12,0,463,11,4,0,0,0
ordinary448,photo,189,22,2,185,3,1,0,0,0
ordinary449,photo,211,7,0,207,4,0,0,0,0
ordinary450,photo,296,2,0,293,3,0,0,0,0
ordinary451,video,113,15,1,100,9,1,1,2,0
ordinary452,photo,113,2,0,109,4,0,0,0,0
ordinary453,video,133,19,2,115,13,4,1,0,0
ordinary454,photo,223,3,0,213,5,5,0,0,0
ordinary455,photo,322,8,1,311,8,3,0,0,0
ordinary456,photo,235,3,0,230,4,0,1,0,0
ordinary457,photo,163,1,0,160,3,0,0,0,0
ordinary458,photo,373,4,3,367,5,1,0,0,0
ordinary459,video,249,147,8,193,50,2,4,0,0
ordinary460,photo,129,2,0,123,5,1,0,0,0
ordinary461,photo,245,7,0,234,6,4,0,1,0
ordinary462,photo,272,9,0,264,6,2,0,0,0
ordinary463,video,239,127,7,189,47,0,3,0,0
ordinary464,photo,135,9,1,131,3,1,0,0,0
ordinary465,photo,333,44,0,325,6,2,0,0,0
ordinary466,photo,96,3,0,94,2,0,0,0,0
ordinary467,photo,210,7,0,203,7,0,0,0,0
ordinary468,video,154,72,6,124,24,3,2,1,0
ordinary469,photo,192,8,0,189,3,0,0,0,0
ordinary470,photo,152,2,0,151,1,0,0,0,0
ordinary471,photo,222,3,0,216,6,0,0,0,0
ordinary472,photo,227,1,0,223,2,2,0,0,0
ordinary473,photo,542,21,1,521,11,9,1,0,0
ordinary474,video,279,274,15,233,42,4,0,0,0
ordinary475,photo,263,8,0,258,3,0,1,1,0
ordinary476,video,358,5498,94,294,57,1,5,1,0
very interesting477,video,65,4,1,65,0,0,0,0,0
ordinary478,photo,190,11,1,182,5,3,0,0,0
ordinary479,photo,320,4,1,309,10,1,0,0,0
ordinary480,photo,266,8,0,254,9,3,0,0,0
ordinary481,video,452,19013,161,353,92,2,3,2,0
very interesting482,status,123,23,0,114,0,0,3,6,0
boring483,video,543,4661,178,397,136,2,6,1,1
very interesting484,photo,278,8,0,267,9,2,0,0,0
ordinary485,video,445,432,27,315,124,2,3,0,1
ordinary486,photo,196,7,8,190,2,4,0,0,0
ordinary487,video,607,383,52,446,159,1,0,0,1
ordinary488,photo,180,4,0,166,12,2,0,0,0
ordinary489,photo,236,8,0,228,8,0,0,0,0
ordinary490,status,93,2,1,90,3,0,0,0,0
boring491,video,48,6,0,47,1,0,0,0,0
ordinary492,video,245,169,37,205,33,5,2,0,0
ordinary493,status,225,12,29,222,2,1,0,0,0
boring494,photo,133,4,2,128,5,0,0,0,0
ordinary495,photo,170,11,2,159,11,0,0,0,0
ordinary496,photo,304,13,0,294,9,1,0,0,0
ordinary497,photo,150,5,0,148,1,1,0,0,0
ordinary498,photo,387,8,0,375,9,3,0,0,0
ordinary499,video,564,20990,154,473,82,3,3,3,0
very interesting500,photo,261,36,1,256,5,0,0,0,0
ordinary501,photo,477,12,0,468,6,3,0,0,0
ordinary502,photo,154,19,7,153,1,0,0,0,0
ordinary503,photo,130,13,2,124,3,2,1,0,0
ordinary504,photo,307,0,0,294,12,0,1,0,0
ordinary505,photo,113,12,5,111,2,0,0,0,0
ordinary506,photo,77,4,2,77,0,0,0,0,0
ordinary507,video,38,4,0,37,0,0,1,0,0
ordinary508,photo,209,9,0,206,2,0,1,0,0
ordinary509,photo,99,0,3,98,1,0,0,0,0
ordinary510,video,119,8,2,113,5,1,0,0,0
ordinary511,photo,182,2,21,180,2,0,0,0,0
ordinary512,photo,155,1,4,148,4,0,0,3,0
ordinary513,video,86,0,0,76,4,0,0,6,0
ordinary514,video,124,0,0,114,4,0,0,6,0
ordinary515,video,221,1,0,211,0,8,0,2,0
ordinary516,photo,52,0,0,52,0,0,0,0,0
ordinary517,video,38,7,1,38,0,0,0,0,0
ordinary518,photo,2,0,37,2,0,0,0,0,0
ordinary519,photo,347,0,1,335,12,0,0,0,0
ordinary520,photo,99,0,30,97,2,0,0,0,0
ordinary521,photo,210,0,6,202,4,0,0,4,0
